artist,song,duration (seconds),loudness,beats-per-minute,end-of-fade-in (sec),start_of_fade_out (sec),familiarity,buzz,terms
Mastodon,Shadows That Move,233.58649,-3.937,89.78,0.229,233.586,0.780461749,0.574274731,alternative metal
Xcultures,Smile,38.3473,-16.006,107.177,0,38.347,0.400433514,0.266275286,gabba
The Irish Tenors,Mountains Of Mourne,100.85832,-19.794,152.258,0,100.858,0.599019959,0.374862616,irish folk
U2,Kite Live from Sydney,485.19791,-7.614,134.083,4.923,474.517,0.843526543,0.750311503,dance rock
Little Joe,Loco (Crazy),239.01995,-10.274,106.398,0.187,230.545,0.454709911,0.292801539,soul jazz
Korn,Ever Be,288.49587,-5.912,160.022,0.107,276.95,0.829135422,0.558298348,rap metal
Blind Blake & The Royal Victoria Hotel Calypsos,Oh Look Misery,151.53587,-7.108,101.492,0,145.734,0.521712214,0.351345077,country blues
Percy Faith,Yesterdays,160.28689,-15.578,86.141,0.061,156.386,0.566796475,0.388112774,instrumental pop
Extreme,Teacher's Pet,181.55057,-9.334,120.097,0.133,173.761,0.717991696,0.497711444,funk metal
Alexandre Desplat,Palmer enquAate,70.26893,-16.942,128.173,0,64.505,0.609816403,0.560380805,soundtrack
Prozak,Go To Hell,173.24363,-6.021,88.835,0.09,161.414,0.621213511,0.37425994,rap
Jerry Butler,Moon River - Original,155.74159,-13.135,105.24,0.177,144.689,0.589259678,0.389589781,chicago soul
Yvette Horner,La Plus Bath Des Javas,148.03546,-6.893,162.385,0.404,141.427,0.411875463,0.295889812,chanson
Delta 9,Infidel,94.06649,-9.506,109.636,0,94.066,0.586000058,0.409550595,gabba
Placebo,English Summer Rain,241.52771,-7.255,108.264,0,229.837,0.804523521,0.586433379,british pop
Tam Tam Go!,Spanish Shuffle (Album Version),226.82077,-7.684,119.524,0.322,220.235,0.515044056,0.316692162,pop rock
Gertrudis,Intro,106.52689,-12.385,97.76,4.104,106.527,0.444926413,0.344814469,big beat
Warrior King,Empress So Divine,224.28689,-4.779,241.877,2.409,217.623,0.588370653,0.413237884,roots reggae
Soda Stereo,Terapia De Amor Intensiva,340.29669,-11.356,91.328,0.374,327.396,0.711165787,0.466826993,rock
LORE,Haunting,216.55465,-8.147,130.062,3.17,209.537,0.510794577,0.394127577,trip hop
Soul Asylum,Lies Of Hate,279.2224,-6.582,68.734,2.009,265.834,0.690080124,0.466775622,hard rock
Carl Doy with NZSO,The First Noel,158.56281,-16.527,94.658,0.223,153.211,0.342558954,0.292656454,progressive house
Horace Andy,Musical Episode,234.44853,-10.173,102.055,0.374,222.546,0.626436382,0.374271174,roots reggae
Jimmy Wakely,Beautiful Brown eyes,155.95057,-14.123,109.065,0.299,144.283,0.39413854,0.291539727,classic country
The Nightraver & The Magican,Drop the Bass,233.53424,-5.483,184.981,0,226.04,0.341937434,0.244243643,gabba
Rah Digga (Featuring Outsidaz),The Last Word (Amended Version),256.80934,-7.307,201.802,0,242.95,0.583231605,0.411448143,hip hop
RUN-DMC,Hard Times,234.65751,-12.75,119.67,0.638,217.281,0.686988955,0.606630152,hip hop
Bert Kaempfert And His Orchestra,Just As Much As Ever,163.76118,-10.328,105.181,3.286,157.994,0.386291901,0.367639871,orchestra
Hank Locklin,Filipino Baby,159.03302,-9.668,165.668,0.318,150.065,0.635757022,0.379436972,honky tonk
Lady May,The Boss,214.04689,-5.444,188.056,0,206.542,0.418610662,0.283699176,hip hop
Nightwish,Escapist,301.06077,-4.144,143.97,0,290.743,0.808784962,0.593624366,sympho black metal
Angelo Badalamenti,Jeffrey's Dark Side,109.37424,-18.349,61.883,2.258,101.825,0.698770478,0.399451724,chill-out
Frank Chacksfield,Someone to Watch Over Me,151.82322,-20.964,0,0.458,142.431,0.446256667,0.346357522,orchestra
Cesar Camargo Mariano/Helio Delmiro,Milagre Dos Peixes/ Musica Incidental: Cais/ Music Incidental: San Vicente,287.11138,-11.877,163.167,2.624,280.166,0.332148785,0.317504856,latin jazz
Buzzhorn,Pinned To The Ground (album version),239.98649,-5.627,144.836,5.939,226.476,0.473626728,0.378498493,post-grunge
Silverstein,Always And Never (Album Version),229.642,-1.998,108.499,0,226.22,0.80113645,0.605507136,post-hardcore
!!!,Myth Takes,143.98649,-7.901,193.978,0,134.6,0.609538992,0.482131081,dance-punk
The Secret Life of Teenage Girls,Carpe PM,153.20771,-8.798,88.935,0,146.431,0.062570763,0.233131687,grindcore
The Notorious B.I.G.,Who Shot Ya (Amended Album Version),316.65587,-5.934,91.69,0.164,311.664,0.668509447,0.50654532,gangster rap
Led Zeppelin,Poor Tom (Album Version),182.09914,-10.7,210.8,0,182.099,0.787098356,0.634412385,blues-rock
Sandi Thom,Wounded Hearts,205.21751,-4.332,82.205,0.386,195.785,0.655359115,0.405031298,british pop
Carl Belew,Love's Been Good To Me,131.05587,-15.672,121.563,0,126.856,0.305523628,0.257496328,rockabilly
The Field Mice,When Morning Comes To Town,316.73424,-15.54,162.682,0.165,307.177,0.60542429,0.409292117,twee pop
Billy Higgins_ Bob Berg_ Cedar Walton_ Tony Dumas,Estate,431.64689,-14.621,106.219,0.738,421.97,0.426683814,0.333154508,hard bop
Catherine Howe,Freedom Enough (From Silent Mother Nature),183.37914,-11.428,172.337,0.207,172.815,0.421792253,0.319209721,chill-out
Malkit Singh,Hai Shava,324.51873,-11.273,210.305,0.073,320.372,0.483243067,0.324430892,broken beat
Rodney O & Joe Cooley,Nutty Block,172.01587,-9.745,175.393,0.331,167.869,0.415784608,0.307902094,miami bass
Dean Martin,Until You Love Someone,165.66812,-10.917,128.459,0.154,160.508,0.708439814,0.623970266,vocal
Strata,Part One From Triomusic,377.67791,-21.787,109.671,0.537,364.037,0.612837504,0.482298832,post-grunge
James Darren,Hello Young Lovers (LP Version),145.00526,-14.449,141.024,0.328,138.199,0.489280179,0.343605383,brill building pop
Till West & DJ Delicious,Same Man,153.28608,-7.535,125.558,0,147.696,0.564512291,0.3268453,funky house
Carlos NuA+-ez,Quiero Ir Ao Mar,215.35302,-10.918,211.327,2.868,205.636,0.535702528,0.384986117,flamenco
Igor Stravinsky,The Owl and the Pussy-cat,156.70812,-21.25,147.637,0.136,145.09,0.633258331,0.49576633,ballet
Gene Clark,Set You Free This Time,168.38485,-12.77,98.49,0,156.032,0.685125411,0.527066335,country rock
Maysa,Bloco Da Solidao (1996 Digital Remaster),150.25587,-15.574,137.673,12.666,137.439,0.616436885,0.409464909,brazilian pop music
The Shirelles,Will You Love Me Tomorrow,159.76444,-9.79,68.283,0.229,155.527,0.66229871,0.379137556,doo-wop
The American Boychoir,Stille nacht_ heilige nacht,230.26893,-32.017,0,0.286,212.863,0.409827635,0.291883422,j pop
JDS,Nine Ways,465.60608,-5.533,134.014,0.409,458.455,0.487220327,0.44974631,happy hardcore
Panic At The Disco,Northern Downpour (Album Version),247.77098,-8.901,85.157,0,233.982,0.842368944,0.604655128,pop punk
Jan Howard,Bad Seed,165.98159,-15.915,86.162,0,156.624,0.44240829,0.258671268,classic country
Abraham Laboriel,Exchange,368.16934,-8.489,93.106,0.288,351.469,0.362358559,0.298372721,jazz
"MichA""le Arnaud",Marie D'Aquitaine,176.27383,-13.366,49.262,0,168.856,0.368134445,0.313665817,chanson
Sticky Fingaz,Oh My God,266.4224,-5.947,80.149,0,266.422,0.542512528,0.403784235,hip hop
Dame Joan Sutherland / New Philharmonia Orchestra / Richard Bonynge,Joy To The World,111.0722,-13.826,82.422,0.555,105.982,0.384563593,0.30566262,bel canto
The Jeff Healey Band,Hoochie Coochie Man,313.7824,-11.488,107.197,0.427,308.094,0.716854352,0.414236248,blues-rock
Angela Dimitriou,Ftei O Erotas,265.37751,-9.28,124.177,4.093,265.378,0.264713987,0,pop folk
Danny Wilson,The Second Summer Of Love,167.20934,-7.928,196.034,0,156.34,0.559991415,0.362902986,british pop
Lionel Rogg,Prelude And Fugue In C Major BWV 531 : Fugue,240.61342,-14.367,64.401,0.52,233.593,0.320855383,0.29127103,early music
Java,Don't Phunk With My Heart,356.41424,-7.598,130.861,0.067,352.775,0.625157654,0.359757244,musette
SWAMI featuring Asuivre,Give It What U Got,260.28363,-2.939,90.008,0.16,257.869,0.679654239,0.380756416,downtempo
The Black Velvet Band,Dancing To A Standstill,256.39138,-8.632,122.174,0,239.56,0.353911957,0.262798505,irish folk
Lisa Lynne,Isla del Luna,316.49914,-14.544,95.981,2.061,303.148,0.6051397,0.420937755,chill-out
Pe'z,Spirit,252.57751,-7.605,75.955,0,252.577,0.530791489,0.431839301,argentine rock
Shawn Colvin,Another Long One,224.60036,-13.256,210.871,0.085,219.214,0.68550363,0.446732968,country rock
Stephy Tang,Leng Jing,214.12526,-7.225,105.196,0.647,201.961,0.37248425,0.358893493,cantonese pop
Casual,OAKtown,259.44771,-8.422,106.689,0.212,249.667,0.581793766,0.401997543,hip hop
Backstreet Boys,Larger Than Life,236.25098,-5.12,112.787,4.569,226.569,0.851417629,0.592614927,teen pop
Tiny Tim,I Hold Your Hand In Mine [Live At Royal Albert Hall],43.36281,-23.996,93.779,0,43.363,0.593496044,0.404897336,cabaret
Kenny G featuring Daryl Hall,Baby Come To Me,236.93016,-8.041,89.865,1.054,221.518,0.751629597,0.550212562,instrumental pop
Christos Dantis,Den Pai Alo,243.82649,-10.957,133.339,2.798,229.32,0.480752276,0.417593317,pop rock
David Martin,It Wont Be Christmas,241.47546,-14.835,98.718,0.194,223.927,0.637533386,0.310614282,screamo
John Davis,Knocked Out Of The Park,183.17016,-22.289,74.072,0.317,175.044,0.545435239,0.387635478,jazz fusion
Trafik,Salt In NYC,424.12363,-10.683,130.006,0,403.331,0.596845852,0.405352011,progressive house
Nick Ingman;Gavyn Wright,Wessex Loses a Bride,111.62077,-18.703,104.394,2.235,100.763,0.4074304,0.31853603,jazz funk
Eddie Calvert,Erica (2005 Digital Remaster),138.63138,-9.672,159.587,0.206,134.24,0.421187326,0.310544672,cool jazz
Glad,Blessed Assurance,270.602,-10.754,192.702,0.504,265.752,0.524265131,0.372232889,ccm
Steel Rain,Loaded Like A Gun,173.19138,-8.372,98.11,5.05,167.3,0.018917567,0,country rock
Los Manolos,Rumba De Barcelona,218.38322,-4.37,118.595,0.199,211.011,0.47013483,0.320517791,flamenco
Gloriana,"Clementina SantafA""",153.33832,-15.599,143.601,0.837,145.398,0.73699197,0.47722519,teen pop
Bombay Rockers,Wild Rose (Back 2 Basics Mix),230.71302,-6.358,81.319,0.421,219.417,0.531757816,0.335933116,bhangra
Jinx,Kutt Free (DJ Volume Remix),407.37914,-7.884,89.345,0.701,401.421,0.556566973,0.431824888,breakbeat
Chase & Status,Ten Tonne,337.68444,-5.134,174.993,0,326.995,0.654594982,0.396356237,breakbeat
Tom Petty,A Higher Place (Album Version),236.17261,-4.954,129.122,0.131,227.875,0.779838092,0.568350503,heartland rock
Montserrat CaballA(c);Placido Domingo;Vicente Sardinero;Judith Blegen;Sherrill Milnes;Georg Solti,Sono andati? Fingevo di dormire,511.16363,-26.358,86.666,2.757,472.044,0.522197175,0.391370587,symphonic rock
Pucho & His Latin Soul Brothers,Got My Mojo Workin,338.23302,-15.672,231.867,0,323.111,0.44259318,0.253785313,latin jazz
Soul Mekanik,Get Your Head Stuck On Your Neck,45.66159,-21.593,190.698,0.131,45.662,0.490009428,0.399537136,tech house
Mitch Ryder,Jenny Take a Ride,207.43791,-11.255,97.538,0.537,198.159,0.476747681,0.294053193,blues-rock
Blingtones,Sonnerie lalaleulA(c) hi houuu,29.54404,-11.494,95.225,0,29.544,0.021492905,0,turnablism
Luna Orbit Project,Midnight Star,335.51628,-7.427,139.993,0,329.062,0.420966667,0.310661896,club
Danilo Perez,Native Soul,197.19791,-16.113,159.233,0,185.481,0.331874147,0.3228233,latin jazz
Line Renaud,Der Kleine Dompfaff,152.92036,-9.843,124.75,0.246,142.269,0.470212296,0.320086927,chanson
King Curtis,A Whiter Shade Of Pale (Live @ Fillmore West),326.00771,-17.492,100.415,0,320.012,0.575674219,0.366820788,instrumental rock
Sophie B. Hawkins,The Ballad Of Sleeping Beauty,305.162,-6.301,105.003,0.189,283.527,0.713274972,0.377593082,ballad
Lupe Fiasco,Streets On Fire (Explicit Album Version),279.97995,-6.294,110.218,0,265.131,0.902062927,0.554633231,hip hop
Wilks,Music is what we love,261.51138,-7.64,88.973,0,247.525,0.351182454,0.080166939,hip hop
Marc Shaiman,City Slickers,149.86404,-18.341,134.566,0.322,144.765,0.510010871,0.378442737,soundtrack
40 Grit,Intro,75.67628,-22.752,186.882,0,75.676,0.451977717,0.331351565,nu metal
Gwen Stefani,Harajuku Girls,290.55955,-4.169,113.995,0.119,290.56,0.837872047,0.532803542,rock
Steve Morse,Prognosis,363.85914,-6.977,90.199,0.233,355.776,0.589903022,0.420692588,blues-rock
Bitter End,Living Hell,282.43546,-14.041,111.032,0.156,278.082,0.602868067,0.449002436,stoner metal
Ethel Merman,Small World,135.31383,-16.994,124.184,2.821,123.002,0.493593024,0.341254769,vaudeville
Leon Russell & New Grass Revival,Truck Driving Man/Down In The Caribbean,221.30893,-12,157.746,0,215.412,0.634227165,0.443708895,blues-rock
Story Of The Year,Swallow The Knife (Live) (Segue),75.57179,-7.626,100.032,0,75.572,0.806762596,0.580095045,screamo
Natural Elements,Mayday,338.1024,-6.318,185.88,0,333.769,0.44802055,0.369535728,hip hop
Lisa Lynne,Lake Of Dreams,298.10893,-12.811,94.031,0.177,288.044,0.6051397,0.420937755,chill-out
Neil Sedaka,Because Of You,170.84036,-9.448,76.013,0,165.32,0.720842183,0.444025681,brill building pop
Maurice Larcange,Un Peu D'Amour Et D'AmitiA(c),215.37914,-10.398,133.553,0.334,211.453,0.360241801,0.279642625,chanson
A Static Lullaby,Rattlesnake!,213.49832,-5.537,202.233,0.374,213.498,0.758678715,0.557562472,post-hardcore
John Wesley_ John Wesley,Disappeared,351.08526,-7.513,133.405,0,343.748,0.560557984,0.452789477,disco
Coph Nia,DoppelgA$?nger [Qliphothic Phantasmagoria],658.02404,-17.16,116.819,14.582,638.618,0.56246685,0.354934743,dark ambient
Tabu feat. Mitzib,Ain't No Love Ain't No Use (Love To Infinity Full Funk Mix),474.61832,-9.788,127.887,0.34,472.48,0.578881704,0.444900149,cumbia
Nights Like These,Ghost Town Rituals (Album Version),305.89342,-4.053,124.872,0,302.817,0.628886848,0.310754057,doom metal
Oasis,Morning Glory,301.92281,-3.159,136.948,5.619,301.923,0.834564098,0.540216451,british pop
John Davis & Emma Doyle,Rudolph The Red-Nosed Reindeer,135.52281,-13.781,169.878,0.466,129.927,0,0.387635478,jazz fusion
Stew,Tomorrow Gone,179.9571,-10.968,100.621,0.198,166.98,0.541077953,0.304547713,cabaret
Jauida,I don't Want to Be Alone Tonight,269.76608,-6.996,101.01,2.775,249.533,0.53915621,0.360648925,male vocalist
Eddy Arnold,Just A Little Lovin' (Will Go A Long Way),166.16444,-14.014,157.779,0.99,160.403,0.56412895,0.397775654,honky tonk
All Time Low,Shameless,221.67465,-2.838,91.483,0,202.374,0.842431482,0.526458224,pop punk
Brian Dullaghan,And I Love You So,212.94975,-15.046,99.109,0.415,204.637,0.29143326,0.150857762,irish folk
Richard Galliano,L' Envers Du DA(c)cor,261.74649,-15.008,76.296,0.2,250.16,0.571422802,0.423356106,tango
Regina Belle,Quiet Time,307.33016,-8.916,92.672,4.261,289.448,0.566024302,0.384601686,vocal jazz
Debbie Davies,Little Sister,225.67138,-6.908,116.984,0.392,219.87,0.528835698,0.343133497,blues-rock
STEVE CAMP,Song For Mom (LP Version),296.14975,-9.371,139.07,0.385,284.996,0.527078764,0.314428181,ccm
Jay Tee & Baby Bash,All Over Me,203.67628,-5.234,98.983,0,203.676,0.662945434,0.32815742,hard house
The Stolen Minks,I Hate You,56.42404,-2.704,123.695,0.061,52.512,0.501125001,0.298269163,dance rock
Daath,From The Blind (LP Version),230.86975,-3.325,97.151,0.078,224.299,0.473963333,0.35070666,technical death metal
Extasick,Misanthrope,134.03383,-8.933,91.459,0,125.167,0.416985865,0.267454194,digital hardcore
UFO,Chains Chains (Live In Hammersmith),212.61016,-8.548,116.11,3.692,210.245,0.681130242,0.453399083,heavy metal
Avril - Remix By Ana Rago,The Date (Remix By Ana Rago),188.39465,-18.397,85.282,0.392,184.448,0.897178039,0.438234414,trip hop
Pat Travers,As My Fire Flies,152.99873,-7.812,140.872,0.868,152.999,0.565971267,0.384018129,blues-rock
SNOWPATROL,We Wish You A Merry Christmas,233.03791,-8.499,144.003,2.252,229.529,0.818319359,0.667294596,indie rock
Die Fantastischen Vier,BAPse,149.99465,-5.165,120.001,0.129,146.036,0.686452083,0.517259283,pop rap
Jeanie Lambe & The Danny Moss Quartet,Saturday Night Is The Loneliest Night In The Week,152.0322,-10.274,168.558,0.097,147.441,0.03863811,0,hip hop
Nelson Ned,A Mi No Me Importa,200.48934,-12.708,146.061,0,190.038,0.498663649,0.32188269,latin jazz
Yung Joc,BYOB (Explicit Album Version),193.64526,-5.797,174.019,4.29,184.082,0.851218064,0.510490081,gangster rap
Philippe Sarde,"Le PresbytA""re n'a rien perdu de son Charme",158.82404,-22.35,85.691,0.661,154.54,0.455679779,0.34369745,smooth jazz
Orquesta AragA3n,Ven Morena,173.68771,-7.113,92.606,0.314,170.91,0.508731241,0.332930951,charanga
Jason Miles,Brighton by the Sea,269.40036,-7.467,163.97,0.235,262.943,0.458055179,0.23345958,jazz fusion
State of Chaos,CHAOS INTRO,176.90077,-18.724,97.619,0.456,171.915,0.363734084,0.140390475,tech house
Dropkick Murphys,Bloody Pig Pile (Live),196.72771,-5.386,183.808,0,183.687,0.79309437,0.568491815,celtic punk
Taint,Hex Breaker,281.46893,-4.583,92.044,0.357,275.725,0.560882279,0.345063467,power electronics
VHS Or Beta,The Melting Moon (Edit),224.20853,-5.893,126.806,0,214.866,0.67161064,0.421973968,disco
Leonard Kwan,Hawaiian Chimes,170.31791,-17.805,108.912,0.293,163.318,0.384772191,0,slack key guitar
True Believers,Turn Around,361.53424,-4.228,160.731,0,356.525,0.494073815,0.328073305,melodic hardcore
Les Hurlements D'leo,L'accordA(c)oniste,182.04689,-7.693,104.307,0.277,176.721,0.446326628,0.425728131,folk rock
Charanga Forever,Tumba Tumba,367.43791,-6.622,203.964,0.357,362.458,0.338173032,0.279901462,salsa
Zuzu Bollin,Why don't you eat where you slept last night ?,175.90812,-19.263,131.683,0.334,165.895,0.436155425,0,r&b
Bullet For My Valentine,Suffocating Under Words Of Sorrow (What Can I Do),215.53587,-2.315,188.924,0,213.008,0.815437803,0.613443198,alternative metal
The Hit Factory,Im Moving On,234.70975,-8.299,126.342,8.829,212.387,0.309621411,0.166568299,free music
Terry Snyder,Deep Night/Softly As In A Morning Sunrise (Medley),340.11383,-12.752,112.097,0,333.201,0.457207167,0.320919611,space age pop
Marcus Miller,Let Me Show You [I Just Want To Make You Smile],280.13669,-13.078,125.147,0.148,270.501,0.695416519,0.412110495,jazz funk
Beatnuts,Monster For Music,170.52689,-10.231,87.634,1.425,165.849,0.608018106,0.285523231,grime
Ayo,Complain,212.71465,-11.26,128.689,0.427,205.311,0.522590185,0.390641236,neo soul
Kid Sister,Daydreaming [Jakwob Remix],277.2371,-3.573,140.026,0,272.881,0.749395045,0.464517526,hip house
Mons Leidvin Takle,Dansende Foran Speilet,120.92036,-25.146,147.576,0.746,110.475,0.221726078,0.282402199,lullaby
Public Image Ltd,Ease,492.30322,-12.091,193.56,5.254,480.403,0.684994897,0.415517083,dance rock
Rise Against,Everchanging,260.8322,-8.576,122.006,0.242,252.755,0.847081688,0.625080481,hardcore punk
Sizzla,Too much informa,203.96363,-6.832,190.01,0.212,195.785,0.732571745,0.457981674,dancehall
Richard Galliano,L'insidieuse (Live),309.65506,-13.481,111.663,0,301,0.27585437,0.423356106,tango
Helen Love,So Hot,81.97179,-6.746,100.76,0.2,76.167,0.581884359,0.347006921,power pop
David Mingyue Liang,Youlan_ Lonely Orchid (solo guqin),757.99465,-16.077,163.67,0.444,744.96,0.185774967,0,chinese music
Pursuit Of Happiness,Forbidden Fruit,196.49261,-10.324,127.298,0,185.191,0.508676201,0.377888131,power pop
Bobby Hutcherson,Recorda-Me,352.57424,-13.456,95.633,0.34,336.283,0.570900104,0.393292711,latin jazz
Gregory Isaacs,Lady Of Your Calibre,221.83138,-12.084,160.011,0,213.85,0.709472621,0.451998594,lovers rock
The Pharcyde,Italian For Goodbye (skit),11.59791,-19.461,38.233,0,11.598,0.756063871,0.491468882,rap
Azis,Anti Geroi,281.88689,-6.608,98.151,0.09,272.765,0.499302193,0.387294172,pop folk
